batch,allocator,dfi_or_source,query
site_specific_allocator,PIC GEPF,site:ifc.org,"site:ifc.org ""PIC GEPF"" ""fund"""
site_specific_allocator,Public Investment Corporation Government Employees Pension Fund,site:ifc.org,"site:ifc.org ""Public Investment Corporation Government Employees Pension Fund"" ""fund"""
site_specific_allocator,Eskom Pension and Provident Fund,site:ifc.org,"site:ifc.org ""Eskom Pension and Provident Fund"" ""fund"""
site_specific_allocator,SSNIT Ghana,site:ifc.org,"site:ifc.org ""SSNIT Ghana"" ""fund"""
site_specific_allocator,NSIA Nigeria Sovereign Investment Authority,site:ifc.org,"site:ifc.org ""NSIA Nigeria Sovereign Investment Authority"" ""fund"""
site_specific_allocator,Fundo Soberano de Angola FSDEA,site:ifc.org,"site:ifc.org ""Fundo Soberano de Angola FSDEA"" ""fund"""
site_specific_allocator,GIPF Namibia,site:ifc.org,"site:ifc.org ""GIPF Namibia"" ""fund"""
site_specific_allocator,Botswana Public Officers Pension Fund BPOPF,site:ifc.org,"site:ifc.org ""Botswana Public Officers Pension Fund BPOPF"" ""fund"""
site_specific_allocator,Rwanda Social Security Board RSSB,site:ifc.org,"site:ifc.org ""Rwanda Social Security Board RSSB"" ""fund"""
site_specific_allocator,CDG Morocco,site:ifc.org,"site:ifc.org ""CDG Morocco"" ""fund"""
site_specific_allocator,Ithmar Capital,site:ifc.org,"site:ifc.org ""Ithmar Capital"" ""fund"""
site_specific_allocator,PIC GEPF,site:dbsa.org,"site:dbsa.org ""PIC GEPF"" ""fund"""
site_specific_allocator,Public Investment Corporation Government Employees Pension Fund,site:dbsa.org,"site:dbsa.org ""Public Investment Corporation Government Employees Pension Fund"" ""fund"""
site_specific_allocator,Eskom Pension and Provident Fund,site:dbsa.org,"site:dbsa.org ""Eskom Pension and Provident Fund"" ""fund"""
site_specific_allocator,SSNIT Ghana,site:dbsa.org,"site:dbsa.org ""SSNIT Ghana"" ""fund"""
site_specific_allocator,NSIA Nigeria Sovereign Investment Authority,site:dbsa.org,"site:dbsa.org ""NSIA Nigeria Sovereign Investment Authority"" ""fund"""
site_specific_allocator,Fundo Soberano de Angola FSDEA,site:dbsa.org,"site:dbsa.org ""Fundo Soberano de Angola FSDEA"" ""fund"""
site_specific_allocator,GIPF Namibia,site:dbsa.org,"site:dbsa.org ""GIPF Namibia"" ""fund"""
site_specific_allocator,Botswana Public Officers Pension Fund BPOPF,site:dbsa.org,"site:dbsa.org ""Botswana Public Officers Pension Fund BPOPF"" ""fund"""
site_specific_allocator,Rwanda Social Security Board RSSB,site:dbsa.org,"site:dbsa.org ""Rwanda Social Security Board RSSB"" ""fund"""
site_specific_allocator,CDG Morocco,site:dbsa.org,"site:dbsa.org ""CDG Morocco"" ""fund"""
site_specific_allocator,Ithmar Capital,site:dbsa.org,"site:dbsa.org ""Ithmar Capital"" ""fund"""
site_specific_allocator,PIC GEPF,site:avca.africa,"site:avca.africa ""PIC GEPF"" ""fund"""
site_specific_allocator,Public Investment Corporation Government Employees Pension Fund,site:avca.africa,"site:avca.africa ""Public Investment Corporation Government Employees Pension Fund"" ""fund"""
site_specific_allocator,Eskom Pension and Provident Fund,site:avca.africa,"site:avca.africa ""Eskom Pension and Provident Fund"" ""fund"""
site_specific_allocator,SSNIT Ghana,site:avca.africa,"site:avca.africa ""SSNIT Ghana"" ""fund"""
site_specific_allocator,NSIA Nigeria Sovereign Investment Authority,site:avca.africa,"site:avca.africa ""NSIA Nigeria Sovereign Investment Authority"" ""fund"""
site_specific_allocator,Fundo Soberano de Angola FSDEA,site:avca.africa,"site:avca.africa ""Fundo Soberano de Angola FSDEA"" ""fund"""
site_specific_allocator,GIPF Namibia,site:avca.africa,"site:avca.africa ""GIPF Namibia"" ""fund"""
site_specific_allocator,Botswana Public Officers Pension Fund BPOPF,site:avca.africa,"site:avca.africa ""Botswana Public Officers Pension Fund BPOPF"" ""fund"""
site_specific_allocator,Rwanda Social Security Board RSSB,site:avca.africa,"site:avca.africa ""Rwanda Social Security Board RSSB"" ""fund"""
site_specific_allocator,CDG Morocco,site:avca.africa,"site:avca.africa ""CDG Morocco"" ""fund"""
site_specific_allocator,Ithmar Capital,site:avca.africa,"site:avca.africa ""Ithmar Capital"" ""fund"""
known_entity_reverse_lookup,'Local pension funds' (NSSF Uganda likely; others not named),,"""'Local pension funds' (NSSF Uganda likely; others not named)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"77 indirect funds (covering PE, VC, private credit, infra, RE)",,"""77 indirect funds (covering PE, VC, private credit, infra, RE)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,AFC equity stake,,"""AFC equity stake"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,ARM Pension Managers (Access ARM Pensions),,"""ARM Pension Managers (Access ARM Pensions)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,ARM-Harith Infrastructure Fund I,,"""ARM-Harith Infrastructure Fund I"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,ARM-Harith funds (intra-group affiliate),,"""ARM-Harith funds (intra-group affiliate)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Adenia Capital V,,"""Adenia Capital V"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,AfricInvest FIVE (Financial Inclusion Vehicle),,"""AfricInvest FIVE (Financial Inclusion Vehicle)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"AfricInvest FIVE (Financial Inclusion Vehicle, evergreen)",,"""AfricInvest FIVE (Financial Inclusion Vehicle, evergreen)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Africa Finance Corporation (AFC) — equity shareholders,,"""Africa Finance Corporation (AFC) — equity shareholders"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Africa Food Security Fund (AFSF),,"""Africa Food Security Fund (AFSF)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Africa Lighthouse Capital Fund I,,"""Africa Lighthouse Capital Fund I"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Africa50 (general),,"""Africa50 (general)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Africa50 (indirect via PIC),,"""Africa50 (indirect via PIC)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Africa50 (shareholder stake),,"""Africa50 (shareholder stake)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Africa50 Infrastructure Acceleration Fund (IAF),,"""Africa50 Infrastructure Acceleration Fund (IAF)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Agaciro Development Fund (AgDF),,"""Agaciro Development Fund (AgDF)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Aleyo Capital Fund I,,"""Aleyo Capital Fund I"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"Alternatives portfolio (real estate, PE, direct equity)",,"""Alternatives portfolio (real estate, PE, direct equity)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Ascent Rift Valley Fund I (ARVF I),,"""Ascent Rift Valley Fund I (ARVF I)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Ascent Rift Valley Fund II (ARVF II),,"""Ascent Rift Valley Fund II (ARVF II)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Asset Owners Forum of South Africa (AOFSA),,"""Asset Owners Forum of South Africa (AOFSA)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Axis Pension Trust,,"""Axis Pension Trust"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"Axis Pension Trust (USD 5m, 2026)",,"""Axis Pension Trust (USD 5m, 2026)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"BK Group, RwandAir, other strategic stakes",,"""BK Group, RwandAir, other strategic stakes"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"BPOPF (anchor, BWP 500m / USD ~43m)",,"""BPOPF (anchor, BWP 500m / USD ~43m)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Botswana Public Officers Pension Fund (BPOPF),,"""Botswana Public Officers Pension Fund (BPOPF)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Botswana Public Officers Pension Fund BPOPF,,"""Botswana Public Officers Pension Fund BPOPF"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,CAPE I-IV (Capital Alliance Private Equity),,"""CAPE I-IV (Capital Alliance Private Equity)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"CBK Pension Fund (Kenya, Central Bank of Kenya)",,"""CBK Pension Fund (Kenya, Central Bank of Kenya)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,CBK Pension Fund Kenya (since Oct 2018 second close),,"""CBK Pension Fund Kenya (since Oct 2018 second close)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,CDC Benin,,"""CDC Benin"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,CDC Gabon (State pension fund of Gabon),,"""CDC Gabon (State pension fund of Gabon)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,CDC Sénégal,,"""CDC Sénégal"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,CDG Invest (Morocco),,"""CDG Invest (Morocco)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,CDG Morocco,,"""CDG Morocco"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,CDG Morocco (historical LP),,"""CDG Morocco (historical LP)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,CNPS Cameroon,,"""CNPS Cameroon"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,CNSS Togo,,"""CNSS Togo"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Caisse de Dépôt et de Gestion (CDG),,"""Caisse de Dépôt et de Gestion (CDG)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,CapMezzanine III,,"""CapMezzanine III"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Capital Alliance Private Equity (CAPE) funds,,"""Capital Alliance Private Equity (CAPE) funds"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Capital Alliance Private Equity I-IV (CAPE),,"""Capital Alliance Private Equity I-IV (CAPE)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Catalyst Fund II,,"""Catalyst Fund II"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Ci Gaba Fund of Funds,,"""Ci Gaba Fund of Funds"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Ci-Gaba Fund of Funds,,"""Ci-Gaba Fund of Funds"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Convergence Partners Communications Infrastructure Fund,,"""Convergence Partners Communications Infrastructure Fund"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"Direct stakes in Ghanaian banks, agribusiness, real estate",,"""Direct stakes in Ghanaian banks, agribusiness, real estate"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Diversified portfolio incl. private equity funds,,"""Diversified portfolio incl. private equity funds"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"Domestic infrastructure deals (toll roads, energy, water)",,"""Domestic infrastructure deals (toll roads, energy, water)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Domestic strategic investments,,"""Domestic strategic investments"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Domestic strategic partnerships,,"""Domestic strategic partnerships"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,EZ International (El-Ezaby Pharmacy logistics JV),,"""EZ International (El-Ezaby Pharmacy logistics JV)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Enterprise Trustees Limited,,"""Enterprise Trustees Limited"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"Eos Capital funds (Allegrow, Euphrates, etc.)",,"""Eos Capital funds (Allegrow, Euphrates, etc.)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Eskom Pension and Provident Fund,,"""Eskom Pension and Provident Fund"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Eskom Pension and Provident Fund (EPPF),,"""Eskom Pension and Provident Fund (EPPF)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,FGIS,,"""FGIS"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,FONSIS,,"""FONSIS"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,FSD Djibouti,,"""FSD Djibouti"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Fipar-Holding (CDG Invest),,"""Fipar-Holding (CDG Invest)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Fund for Agricultural Finance in Nigeria (FAFIN),,"""Fund for Agricultural Finance in Nigeria (FAFIN)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Fundo Soberano de Angola (FSDEA),,"""Fundo Soberano de Angola (FSDEA)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Fundo Soberano de Angola FSDEA,,"""Fundo Soberano de Angola FSDEA"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,GEPF (via PIC),,"""GEPF (via PIC)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,GEPF / PIC (South Africa),,"""GEPF / PIC (South Africa)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,GIPF Namibia,,"""GIPF Namibia"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Gabonese financial and infra stakes,,"""Gabonese financial and infra stakes"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Gemcorp-FSDEA Pan-African Infrastructure Fund,,"""Gemcorp-FSDEA Pan-African Infrastructure Fund"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Ghana Infrastructure Investment Fund (GIIF),,"""Ghana Infrastructure Investment Fund (GIIF)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Government Institutions Pension Fund (GIPF),,"""Government Institutions Pension Fund (GIPF)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Government of Côte d'Ivoire,,"""Government of Côte d'Ivoire"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Government of Egypt,,"""Government of Egypt"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Government of Sierra Leone,,"""Government of Sierra Leone"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Growth Investment Partners (GIP) Ghana,,"""Growth Investment Partners (GIP) Ghana"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Growth Investment Partners (GIP) Zambia,,"""Growth Investment Partners (GIP) Zambia"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Growth Investment Partners Ghana,,"""Growth Investment Partners Ghana"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Growth Investment Partners Zambia (GIP Zambia),,"""Growth Investment Partners Zambia (GIP Zambia)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Helios Investors II / III / IV (historical),,"""Helios Investors II / III / IV (historical)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Helios Investors II/III/IV (historical),,"""Helios Investors II/III/IV (historical)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Housing financing programme,,"""Housing financing programme"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,InfraMaroc,,"""InfraMaroc"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Injaro Ghana Venture Capital Fund (IGVCF),,"""Injaro Ghana Venture Capital Fund (IGVCF)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Isibaya developmental investments portfolio,,"""Isibaya developmental investments portfolio"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Ithmar Capital,,"""Ithmar Capital"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Ithmar Capital (Morocco SWF),,"""Ithmar Capital (Morocco SWF)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,KEPFIC (Kenya Pension Funds Investment Consortium),,"""KEPFIC (Kenya Pension Funds Investment Consortium)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,KEPFIC-facilitated housing + infrastructure investments,,"""KEPFIC-facilitated housing + infrastructure investments"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"KPLC Pension Fund x2 (likely main + Staff RBS), NMG Pension Fund",,"""KPLC Pension Fund x2 (likely main + Staff RBS), NMG Pension Fund"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Kenya Power & Lighting Co. Pension Fund (KPLC PF),,"""Kenya Power & Lighting Co. Pension Fund (KPLC PF)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Lekki Deep Sea Port (PPP equity),,"""Lekki Deep Sea Port (PPP equity)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Lobito Corridor partnership,,"""Lobito Corridor partnership"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Mediterrania Capital II / III / IV,,"""Mediterrania Capital II / III / IV"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Mediterrania Capital II/III (historical),,"""Mediterrania Capital II/III (historical)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Mirepa Capital SME Fund I,,"""Mirepa Capital SME Fund I"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Mohammed VI Fund for Investment,,"""Mohammed VI Fund for Investment"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Mohammed VI Fund itself (the allocator),,"""Mohammed VI Fund itself (the allocator)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Multiple East African pension funds (likely incl. NSSF Uganda),,"""Multiple East African pension funds (likely incl. NSSF Uganda)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Multiple Ghanaian pension funds,,"""Multiple Ghanaian pension funds"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Multiple Ghanaian pension funds (Injaro anchor cohort),,"""Multiple Ghanaian pension funds (Injaro anchor cohort)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Multiple Ghanaian pension schemes (via CAL Asset Management — CAMCOL),,"""Multiple Ghanaian pension schemes (via CAL Asset Management — CAMCOL)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Multiple Kenyan pension funds,,"""Multiple Kenyan pension funds"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Multiple Nigerian PFAs (consortium),,"""Multiple Nigerian PFAs (consortium)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Multiple PE funds,,"""Multiple PE funds"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Multiple funds,,"""Multiple funds"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,NAPSA Zambia,,"""NAPSA Zambia"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,NAPSA Zambia (USD 17.5m),,"""NAPSA Zambia (USD 17.5m)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,NSIA (the SWF itself),,"""NSIA (the SWF itself)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,NSIA Nigeria,,"""NSIA Nigeria"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,NSIA Nigeria Sovereign Investment Authority,,"""NSIA Nigeria Sovereign Investment Authority"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"NSIA Nigeria, CDC Sénégal, CDC Benin, CNSS Togo, CDG Invest Morocco",,"""NSIA Nigeria, CDC Sénégal, CDC Benin, CNSS Togo, CDG Invest Morocco"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,NSSF Uganda,,"""NSSF Uganda"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,NSSF Uganda (EUR 12m founding),,"""NSSF Uganda (EUR 12m founding)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Nation Media Group Staff Retirement Benefits Scheme (NMG Pension Fund),,"""Nation Media Group Staff Retirement Benefits Scheme (NMG Pension Fund)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,National Pension Fund (NPF) Mauritius,,"""National Pension Fund (NPF) Mauritius"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,National Savings Fund (NSF) Mauritius,,"""National Savings Fund (NSF) Mauritius"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Nigeria Infrastructure Fund (NIF) direct deals,,"""Nigeria Infrastructure Fund (NIF) direct deals"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"Nigeria Infrastructure Fund (NIF, NSIA sub-fund)",,"""Nigeria Infrastructure Fund (NIF, NSIA sub-fund)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Nigeria Sovereign Investment Authority (NSIA),,"""Nigeria Sovereign Investment Authority (NSIA)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Nigerian PFAs (historical cohort),,"""Nigerian PFAs (historical cohort)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,OMIGNAM unlisted programmes,,"""OMIGNAM unlisted programmes"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Oyass Capital,,"""Oyass Capital"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,PIC (South Africa),,"""PIC (South Africa)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,PIC (mgr for GEPF),,"""PIC (mgr for GEPF)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,PIC GEPF,,"""PIC GEPF"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"PIC SA (USD 40m equity, April 2025); 31+ African government shareholders",,"""PIC SA (USD 40m equity, April 2025); 31+ African government shareholders"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"PIC South Africa (anchor, ~USD 250m)",,"""PIC South Africa (anchor, ~USD 250m)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,PIC South Africa (historical),,"""PIC South Africa (historical)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"PIC South Africa (historical, recurring)",,"""PIC South Africa (historical, recurring)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,PIC South Africa (named); Kenyan pension funds (cohort); Ghanaian pension funds (cohort),,"""PIC South Africa (named); Kenyan pension funds (cohort); Ghanaian pension funds (cohort)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,PIC on behalf of GEPF (South Africa),,"""PIC on behalf of GEPF (South Africa)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Pandagric Novum (agribusiness),,"""Pandagric Novum (agribusiness)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Pembani Remgro Infrastructure Fund,,"""Pembani Remgro Infrastructure Fund"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Petra Trust Company (Ghana),,"""Petra Trust Company (Ghana)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Public Investment Corporation Government Employees Pension Fund,,"""Public Investment Corporation Government Employees Pension Fund"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,RSSB (Rwanda Social Security Board) — USD 30m anchor + USD 3m TA seed,,"""RSSB (Rwanda Social Security Board) — USD 30m anchor + USD 3m TA seed"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"Retail Holding (food distribution, Morocco + Côte d'Ivoire)",,"""Retail Holding (food distribution, Morocco + Côte d'Ivoire)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Rwanda SME Growth Fund,,"""Rwanda SME Growth Fund"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Rwanda Social Security Board (RSSB),,"""Rwanda Social Security Board (RSSB)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Rwanda Social Security Board RSSB,,"""Rwanda Social Security Board RSSB"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,SA infrastructure + alts mandates,,"""SA infrastructure + alts mandates"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,SSNIT Ghana,,"""SSNIT Ghana"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Sahel Capital Fund for Agricultural Finance in Nigeria (FAFIN),,"""Sahel Capital Fund for Agricultural Finance in Nigeria (FAFIN)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Sectoral co-investment funds,,"""Sectoral co-investment funds"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Seychelles Pension Fund,,"""Seychelles Pension Fund"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Social Security and National Insurance Trust (SSNIT),,"""Social Security and National Insurance Trust (SSNIT)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Specific names not individually disclosed,,"""Specific names not individually disclosed"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Stanbic IBTC Pension Managers,,"""Stanbic IBTC Pension Managers"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"Stanbic IBTC Pension Managers, ARM Pension, other PFAs (named in industry coverage)",,"""Stanbic IBTC Pension Managers, ARM Pension, other PFAs (named in industry coverage)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Stimulus Investments Funds,,"""Stimulus Investments Funds"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,"Strategic projects portfolio (Teyliom Industries, agribusiness, hospitality)",,"""Strategic projects portfolio (Teyliom Industries, agribusiness, hospitality)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,TSFE (the SWF itself),,"""TSFE (the SWF itself)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,TSFE-ADQ Egyptian Health Platform,,"""TSFE-ADQ Egyptian Health Platform"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,The Sovereign Fund of Egypt (TSFE),,"""The Sovereign Fund of Egypt (TSFE)"" ""limited partner"" OR ""LP"" fund Africa"
known_entity_reverse_lookup,Vantage Capital Mezzanine funds,,"""Vantage Capital Mezzanine funds"" ""limited partner"" OR ""LP"" fund Africa"
