batch,allocator,dfi_or_source,query
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,BII CDC Group,"""Rwanda Social Security Board RSSB"" ""BII CDC Group"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,BII CDC Group,"""Rwanda Social Security Board RSSB"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,BII CDC Group,"""Rwanda Social Security Board RSSB"" ""alongside"" ""BII CDC Group"" fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,FMO,"""Rwanda Social Security Board RSSB"" ""FMO"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,FMO,"""Rwanda Social Security Board RSSB"" ""FMO"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,FMO,"""Rwanda Social Security Board RSSB"" ""FMO"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,FMO,"""Rwanda Social Security Board RSSB"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,FMO,"""Rwanda Social Security Board RSSB"" ""alongside"" ""FMO"" fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Norfund,"""Rwanda Social Security Board RSSB"" ""Norfund"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Norfund,"""Rwanda Social Security Board RSSB"" ""Norfund"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Norfund,"""Rwanda Social Security Board RSSB"" ""Norfund"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Norfund,"""Rwanda Social Security Board RSSB"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Norfund,"""Rwanda Social Security Board RSSB"" ""alongside"" ""Norfund"" fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,IFC,"""Rwanda Social Security Board RSSB"" ""IFC"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,IFC,"""Rwanda Social Security Board RSSB"" ""IFC"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,IFC,"""Rwanda Social Security Board RSSB"" ""IFC"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,IFC,"""Rwanda Social Security Board RSSB"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,IFC,"""Rwanda Social Security Board RSSB"" ""alongside"" ""IFC"" fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Proparco,"""Rwanda Social Security Board RSSB"" ""Proparco"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Proparco,"""Rwanda Social Security Board RSSB"" ""Proparco"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Proparco,"""Rwanda Social Security Board RSSB"" ""Proparco"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Proparco,"""Rwanda Social Security Board RSSB"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Proparco,"""Rwanda Social Security Board RSSB"" ""alongside"" ""Proparco"" fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,DEG,"""Rwanda Social Security Board RSSB"" ""DEG"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,DEG,"""Rwanda Social Security Board RSSB"" ""DEG"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,DEG,"""Rwanda Social Security Board RSSB"" ""DEG"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,DEG,"""Rwanda Social Security Board RSSB"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,DEG,"""Rwanda Social Security Board RSSB"" ""alongside"" ""DEG"" fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Dutch Good Growth Fund DGGF,"""Rwanda Social Security Board RSSB"" ""Dutch Good Growth Fund DGGF"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Dutch Good Growth Fund DGGF,"""Rwanda Social Security Board RSSB"" ""Dutch Good Growth Fund DGGF"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Dutch Good Growth Fund DGGF,"""Rwanda Social Security Board RSSB"" ""Dutch Good Growth Fund DGGF"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Dutch Good Growth Fund DGGF,"""Rwanda Social Security Board RSSB"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,Dutch Good Growth Fund DGGF,"""Rwanda Social Security Board RSSB"" ""alongside"" ""Dutch Good Growth Fund DGGF"" fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,IFU,"""Rwanda Social Security Board RSSB"" ""IFU"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,IFU,"""Rwanda Social Security Board RSSB"" ""IFU"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,IFU,"""Rwanda Social Security Board RSSB"" ""IFU"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,IFU,"""Rwanda Social Security Board RSSB"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,IFU,"""Rwanda Social Security Board RSSB"" ""alongside"" ""IFU"" fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,EBID,"""Rwanda Social Security Board RSSB"" ""EBID"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,EBID,"""Rwanda Social Security Board RSSB"" ""EBID"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,EBID,"""Rwanda Social Security Board RSSB"" ""EBID"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,EBID,"""Rwanda Social Security Board RSSB"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,EBID,"""Rwanda Social Security Board RSSB"" ""alongside"" ""EBID"" fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,DBSA,"""Rwanda Social Security Board RSSB"" ""DBSA"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,DBSA,"""Rwanda Social Security Board RSSB"" ""DBSA"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,DBSA,"""Rwanda Social Security Board RSSB"" ""DBSA"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,DBSA,"""Rwanda Social Security Board RSSB"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Rwanda Social Security Board RSSB,DBSA,"""Rwanda Social Security Board RSSB"" ""alongside"" ""DBSA"" fund"
allocator_dfi_crosscheck,CDG Morocco,AfDB,"""CDG Morocco"" ""AfDB"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,CDG Morocco,AfDB,"""CDG Morocco"" ""AfDB"" ""first close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,AfDB,"""CDG Morocco"" ""AfDB"" ""final close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,AfDB,"""CDG Morocco"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,CDG Morocco,AfDB,"""CDG Morocco"" ""alongside"" ""AfDB"" fund"
allocator_dfi_crosscheck,CDG Morocco,BII CDC Group,"""CDG Morocco"" ""BII CDC Group"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,CDG Morocco,BII CDC Group,"""CDG Morocco"" ""BII CDC Group"" ""first close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,BII CDC Group,"""CDG Morocco"" ""BII CDC Group"" ""final close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,BII CDC Group,"""CDG Morocco"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,CDG Morocco,BII CDC Group,"""CDG Morocco"" ""alongside"" ""BII CDC Group"" fund"
allocator_dfi_crosscheck,CDG Morocco,FMO,"""CDG Morocco"" ""FMO"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,CDG Morocco,FMO,"""CDG Morocco"" ""FMO"" ""first close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,FMO,"""CDG Morocco"" ""FMO"" ""final close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,FMO,"""CDG Morocco"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,CDG Morocco,FMO,"""CDG Morocco"" ""alongside"" ""FMO"" fund"
allocator_dfi_crosscheck,CDG Morocco,Norfund,"""CDG Morocco"" ""Norfund"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,CDG Morocco,Norfund,"""CDG Morocco"" ""Norfund"" ""first close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,Norfund,"""CDG Morocco"" ""Norfund"" ""final close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,Norfund,"""CDG Morocco"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,CDG Morocco,Norfund,"""CDG Morocco"" ""alongside"" ""Norfund"" fund"
allocator_dfi_crosscheck,CDG Morocco,IFC,"""CDG Morocco"" ""IFC"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,CDG Morocco,IFC,"""CDG Morocco"" ""IFC"" ""first close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,IFC,"""CDG Morocco"" ""IFC"" ""final close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,IFC,"""CDG Morocco"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,CDG Morocco,IFC,"""CDG Morocco"" ""alongside"" ""IFC"" fund"
allocator_dfi_crosscheck,CDG Morocco,Proparco,"""CDG Morocco"" ""Proparco"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,CDG Morocco,Proparco,"""CDG Morocco"" ""Proparco"" ""first close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,Proparco,"""CDG Morocco"" ""Proparco"" ""final close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,Proparco,"""CDG Morocco"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,CDG Morocco,Proparco,"""CDG Morocco"" ""alongside"" ""Proparco"" fund"
allocator_dfi_crosscheck,CDG Morocco,DEG,"""CDG Morocco"" ""DEG"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,CDG Morocco,DEG,"""CDG Morocco"" ""DEG"" ""first close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,DEG,"""CDG Morocco"" ""DEG"" ""final close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,DEG,"""CDG Morocco"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,CDG Morocco,DEG,"""CDG Morocco"" ""alongside"" ""DEG"" fund"
allocator_dfi_crosscheck,CDG Morocco,Dutch Good Growth Fund DGGF,"""CDG Morocco"" ""Dutch Good Growth Fund DGGF"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,CDG Morocco,Dutch Good Growth Fund DGGF,"""CDG Morocco"" ""Dutch Good Growth Fund DGGF"" ""first close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,Dutch Good Growth Fund DGGF,"""CDG Morocco"" ""Dutch Good Growth Fund DGGF"" ""final close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,Dutch Good Growth Fund DGGF,"""CDG Morocco"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,CDG Morocco,Dutch Good Growth Fund DGGF,"""CDG Morocco"" ""alongside"" ""Dutch Good Growth Fund DGGF"" fund"
allocator_dfi_crosscheck,CDG Morocco,IFU,"""CDG Morocco"" ""IFU"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,CDG Morocco,IFU,"""CDG Morocco"" ""IFU"" ""first close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,IFU,"""CDG Morocco"" ""IFU"" ""final close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,IFU,"""CDG Morocco"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,CDG Morocco,IFU,"""CDG Morocco"" ""alongside"" ""IFU"" fund"
allocator_dfi_crosscheck,CDG Morocco,EBID,"""CDG Morocco"" ""EBID"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,CDG Morocco,EBID,"""CDG Morocco"" ""EBID"" ""first close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,EBID,"""CDG Morocco"" ""EBID"" ""final close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,EBID,"""CDG Morocco"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,CDG Morocco,EBID,"""CDG Morocco"" ""alongside"" ""EBID"" fund"
allocator_dfi_crosscheck,CDG Morocco,DBSA,"""CDG Morocco"" ""DBSA"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,CDG Morocco,DBSA,"""CDG Morocco"" ""DBSA"" ""first close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,DBSA,"""CDG Morocco"" ""DBSA"" ""final close"" Africa fund"
allocator_dfi_crosscheck,CDG Morocco,DBSA,"""CDG Morocco"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,CDG Morocco,DBSA,"""CDG Morocco"" ""alongside"" ""DBSA"" fund"
allocator_dfi_crosscheck,Ithmar Capital,AfDB,"""Ithmar Capital"" ""AfDB"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Ithmar Capital,AfDB,"""Ithmar Capital"" ""AfDB"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,AfDB,"""Ithmar Capital"" ""AfDB"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,AfDB,"""Ithmar Capital"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Ithmar Capital,AfDB,"""Ithmar Capital"" ""alongside"" ""AfDB"" fund"
allocator_dfi_crosscheck,Ithmar Capital,BII CDC Group,"""Ithmar Capital"" ""BII CDC Group"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Ithmar Capital,BII CDC Group,"""Ithmar Capital"" ""BII CDC Group"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,BII CDC Group,"""Ithmar Capital"" ""BII CDC Group"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,BII CDC Group,"""Ithmar Capital"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Ithmar Capital,BII CDC Group,"""Ithmar Capital"" ""alongside"" ""BII CDC Group"" fund"
allocator_dfi_crosscheck,Ithmar Capital,FMO,"""Ithmar Capital"" ""FMO"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Ithmar Capital,FMO,"""Ithmar Capital"" ""FMO"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,FMO,"""Ithmar Capital"" ""FMO"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,FMO,"""Ithmar Capital"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Ithmar Capital,FMO,"""Ithmar Capital"" ""alongside"" ""FMO"" fund"
allocator_dfi_crosscheck,Ithmar Capital,Norfund,"""Ithmar Capital"" ""Norfund"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Ithmar Capital,Norfund,"""Ithmar Capital"" ""Norfund"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,Norfund,"""Ithmar Capital"" ""Norfund"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,Norfund,"""Ithmar Capital"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Ithmar Capital,Norfund,"""Ithmar Capital"" ""alongside"" ""Norfund"" fund"
allocator_dfi_crosscheck,Ithmar Capital,IFC,"""Ithmar Capital"" ""IFC"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Ithmar Capital,IFC,"""Ithmar Capital"" ""IFC"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,IFC,"""Ithmar Capital"" ""IFC"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,IFC,"""Ithmar Capital"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Ithmar Capital,IFC,"""Ithmar Capital"" ""alongside"" ""IFC"" fund"
allocator_dfi_crosscheck,Ithmar Capital,Proparco,"""Ithmar Capital"" ""Proparco"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Ithmar Capital,Proparco,"""Ithmar Capital"" ""Proparco"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,Proparco,"""Ithmar Capital"" ""Proparco"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,Proparco,"""Ithmar Capital"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Ithmar Capital,Proparco,"""Ithmar Capital"" ""alongside"" ""Proparco"" fund"
allocator_dfi_crosscheck,Ithmar Capital,DEG,"""Ithmar Capital"" ""DEG"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Ithmar Capital,DEG,"""Ithmar Capital"" ""DEG"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,DEG,"""Ithmar Capital"" ""DEG"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,DEG,"""Ithmar Capital"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Ithmar Capital,DEG,"""Ithmar Capital"" ""alongside"" ""DEG"" fund"
allocator_dfi_crosscheck,Ithmar Capital,Dutch Good Growth Fund DGGF,"""Ithmar Capital"" ""Dutch Good Growth Fund DGGF"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Ithmar Capital,Dutch Good Growth Fund DGGF,"""Ithmar Capital"" ""Dutch Good Growth Fund DGGF"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,Dutch Good Growth Fund DGGF,"""Ithmar Capital"" ""Dutch Good Growth Fund DGGF"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,Dutch Good Growth Fund DGGF,"""Ithmar Capital"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Ithmar Capital,Dutch Good Growth Fund DGGF,"""Ithmar Capital"" ""alongside"" ""Dutch Good Growth Fund DGGF"" fund"
allocator_dfi_crosscheck,Ithmar Capital,IFU,"""Ithmar Capital"" ""IFU"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Ithmar Capital,IFU,"""Ithmar Capital"" ""IFU"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,IFU,"""Ithmar Capital"" ""IFU"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,IFU,"""Ithmar Capital"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Ithmar Capital,IFU,"""Ithmar Capital"" ""alongside"" ""IFU"" fund"
allocator_dfi_crosscheck,Ithmar Capital,EBID,"""Ithmar Capital"" ""EBID"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Ithmar Capital,EBID,"""Ithmar Capital"" ""EBID"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,EBID,"""Ithmar Capital"" ""EBID"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,EBID,"""Ithmar Capital"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Ithmar Capital,EBID,"""Ithmar Capital"" ""alongside"" ""EBID"" fund"
allocator_dfi_crosscheck,Ithmar Capital,DBSA,"""Ithmar Capital"" ""DBSA"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Ithmar Capital,DBSA,"""Ithmar Capital"" ""DBSA"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,DBSA,"""Ithmar Capital"" ""DBSA"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Ithmar Capital,DBSA,"""Ithmar Capital"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Ithmar Capital,DBSA,"""Ithmar Capital"" ""alongside"" ""DBSA"" fund"
site_specific_allocator,PIC GEPF,site:english.dggf.nl,"site:english.dggf.nl ""PIC GEPF"" ""fund"""
site_specific_allocator,Public Investment Corporation Government Employees Pension Fund,site:english.dggf.nl,"site:english.dggf.nl ""Public Investment Corporation Government Employees Pension Fund"" ""fund"""
site_specific_allocator,Eskom Pension and Provident Fund,site:english.dggf.nl,"site:english.dggf.nl ""Eskom Pension and Provident Fund"" ""fund"""
site_specific_allocator,SSNIT Ghana,site:english.dggf.nl,"site:english.dggf.nl ""SSNIT Ghana"" ""fund"""
site_specific_allocator,NSIA Nigeria Sovereign Investment Authority,site:english.dggf.nl,"site:english.dggf.nl ""NSIA Nigeria Sovereign Investment Authority"" ""fund"""
site_specific_allocator,Fundo Soberano de Angola FSDEA,site:english.dggf.nl,"site:english.dggf.nl ""Fundo Soberano de Angola FSDEA"" ""fund"""
site_specific_allocator,GIPF Namibia,site:english.dggf.nl,"site:english.dggf.nl ""GIPF Namibia"" ""fund"""
site_specific_allocator,Botswana Public Officers Pension Fund BPOPF,site:english.dggf.nl,"site:english.dggf.nl ""Botswana Public Officers Pension Fund BPOPF"" ""fund"""
site_specific_allocator,Rwanda Social Security Board RSSB,site:english.dggf.nl,"site:english.dggf.nl ""Rwanda Social Security Board RSSB"" ""fund"""
site_specific_allocator,CDG Morocco,site:english.dggf.nl,"site:english.dggf.nl ""CDG Morocco"" ""fund"""
site_specific_allocator,Ithmar Capital,site:english.dggf.nl,"site:english.dggf.nl ""Ithmar Capital"" ""fund"""
site_specific_allocator,PIC GEPF,site:bii.co.uk,"site:bii.co.uk ""PIC GEPF"" ""fund"""
site_specific_allocator,Public Investment Corporation Government Employees Pension Fund,site:bii.co.uk,"site:bii.co.uk ""Public Investment Corporation Government Employees Pension Fund"" ""fund"""
site_specific_allocator,Eskom Pension and Provident Fund,site:bii.co.uk,"site:bii.co.uk ""Eskom Pension and Provident Fund"" ""fund"""
site_specific_allocator,SSNIT Ghana,site:bii.co.uk,"site:bii.co.uk ""SSNIT Ghana"" ""fund"""
site_specific_allocator,NSIA Nigeria Sovereign Investment Authority,site:bii.co.uk,"site:bii.co.uk ""NSIA Nigeria Sovereign Investment Authority"" ""fund"""
site_specific_allocator,Fundo Soberano de Angola FSDEA,site:bii.co.uk,"site:bii.co.uk ""Fundo Soberano de Angola FSDEA"" ""fund"""
site_specific_allocator,GIPF Namibia,site:bii.co.uk,"site:bii.co.uk ""GIPF Namibia"" ""fund"""
site_specific_allocator,Botswana Public Officers Pension Fund BPOPF,site:bii.co.uk,"site:bii.co.uk ""Botswana Public Officers Pension Fund BPOPF"" ""fund"""
site_specific_allocator,Rwanda Social Security Board RSSB,site:bii.co.uk,"site:bii.co.uk ""Rwanda Social Security Board RSSB"" ""fund"""
site_specific_allocator,CDG Morocco,site:bii.co.uk,"site:bii.co.uk ""CDG Morocco"" ""fund"""
site_specific_allocator,Ithmar Capital,site:bii.co.uk,"site:bii.co.uk ""Ithmar Capital"" ""fund"""
site_specific_allocator,PIC GEPF,site:afdb.org,"site:afdb.org ""PIC GEPF"" ""fund"""
site_specific_allocator,Public Investment Corporation Government Employees Pension Fund,site:afdb.org,"site:afdb.org ""Public Investment Corporation Government Employees Pension Fund"" ""fund"""
site_specific_allocator,Eskom Pension and Provident Fund,site:afdb.org,"site:afdb.org ""Eskom Pension and Provident Fund"" ""fund"""
site_specific_allocator,SSNIT Ghana,site:afdb.org,"site:afdb.org ""SSNIT Ghana"" ""fund"""
site_specific_allocator,NSIA Nigeria Sovereign Investment Authority,site:afdb.org,"site:afdb.org ""NSIA Nigeria Sovereign Investment Authority"" ""fund"""
site_specific_allocator,Fundo Soberano de Angola FSDEA,site:afdb.org,"site:afdb.org ""Fundo Soberano de Angola FSDEA"" ""fund"""
site_specific_allocator,GIPF Namibia,site:afdb.org,"site:afdb.org ""GIPF Namibia"" ""fund"""
site_specific_allocator,Botswana Public Officers Pension Fund BPOPF,site:afdb.org,"site:afdb.org ""Botswana Public Officers Pension Fund BPOPF"" ""fund"""
site_specific_allocator,Rwanda Social Security Board RSSB,site:afdb.org,"site:afdb.org ""Rwanda Social Security Board RSSB"" ""fund"""
site_specific_allocator,CDG Morocco,site:afdb.org,"site:afdb.org ""CDG Morocco"" ""fund"""
site_specific_allocator,Ithmar Capital,site:afdb.org,"site:afdb.org ""Ithmar Capital"" ""fund"""
site_specific_allocator,PIC GEPF,site:fmo.nl,"site:fmo.nl ""PIC GEPF"" ""fund"""
site_specific_allocator,Public Investment Corporation Government Employees Pension Fund,site:fmo.nl,"site:fmo.nl ""Public Investment Corporation Government Employees Pension Fund"" ""fund"""
site_specific_allocator,Eskom Pension and Provident Fund,site:fmo.nl,"site:fmo.nl ""Eskom Pension and Provident Fund"" ""fund"""
site_specific_allocator,SSNIT Ghana,site:fmo.nl,"site:fmo.nl ""SSNIT Ghana"" ""fund"""
site_specific_allocator,NSIA Nigeria Sovereign Investment Authority,site:fmo.nl,"site:fmo.nl ""NSIA Nigeria Sovereign Investment Authority"" ""fund"""
site_specific_allocator,Fundo Soberano de Angola FSDEA,site:fmo.nl,"site:fmo.nl ""Fundo Soberano de Angola FSDEA"" ""fund"""
site_specific_allocator,GIPF Namibia,site:fmo.nl,"site:fmo.nl ""GIPF Namibia"" ""fund"""
site_specific_allocator,Botswana Public Officers Pension Fund BPOPF,site:fmo.nl,"site:fmo.nl ""Botswana Public Officers Pension Fund BPOPF"" ""fund"""
site_specific_allocator,Rwanda Social Security Board RSSB,site:fmo.nl,"site:fmo.nl ""Rwanda Social Security Board RSSB"" ""fund"""
site_specific_allocator,CDG Morocco,site:fmo.nl,"site:fmo.nl ""CDG Morocco"" ""fund"""
site_specific_allocator,Ithmar Capital,site:fmo.nl,"site:fmo.nl ""Ithmar Capital"" ""fund"""
site_specific_allocator,PIC GEPF,site:norfund.no,"site:norfund.no ""PIC GEPF"" ""fund"""
site_specific_allocator,Public Investment Corporation Government Employees Pension Fund,site:norfund.no,"site:norfund.no ""Public Investment Corporation Government Employees Pension Fund"" ""fund"""
site_specific_allocator,Eskom Pension and Provident Fund,site:norfund.no,"site:norfund.no ""Eskom Pension and Provident Fund"" ""fund"""
site_specific_allocator,SSNIT Ghana,site:norfund.no,"site:norfund.no ""SSNIT Ghana"" ""fund"""
site_specific_allocator,NSIA Nigeria Sovereign Investment Authority,site:norfund.no,"site:norfund.no ""NSIA Nigeria Sovereign Investment Authority"" ""fund"""
site_specific_allocator,Fundo Soberano de Angola FSDEA,site:norfund.no,"site:norfund.no ""Fundo Soberano de Angola FSDEA"" ""fund"""
site_specific_allocator,GIPF Namibia,site:norfund.no,"site:norfund.no ""GIPF Namibia"" ""fund"""
site_specific_allocator,Botswana Public Officers Pension Fund BPOPF,site:norfund.no,"site:norfund.no ""Botswana Public Officers Pension Fund BPOPF"" ""fund"""
site_specific_allocator,Rwanda Social Security Board RSSB,site:norfund.no,"site:norfund.no ""Rwanda Social Security Board RSSB"" ""fund"""
site_specific_allocator,CDG Morocco,site:norfund.no,"site:norfund.no ""CDG Morocco"" ""fund"""
site_specific_allocator,Ithmar Capital,site:norfund.no,"site:norfund.no ""Ithmar Capital"" ""fund"""
